iter	Logloss	F1
312	0.0254311828	0.998128509
313	0.02528655151	0.998128509
314	0.02522231589	0.998128509
315	0.02512088288	0.998128509
316	0.02503509304	0.998128509
317	0.02501045039	0.998128509
318	0.02498311436	0.998128509
319	0.02494624893	0.998128509
320	0.02488003391	0.998128509
321	0.02480777794	0.998128509
322	0.02465325201	0.998128509
323	0.02450102805	0.998128509
324	0.02443461975	0.998128509
325	0.02437906219	0.998128509
326	0.02426921822	0.998128509
327	0.02423993592	0.998128509
328	0.02421448456	0.998128509
329	0.02408512711	0.998128509
330	0.02395064984	0.998128509
331	0.02385585624	0.998128509
332	0.02375870239	0.998128509
333	0.02366675295	0.998128509
334	0.02345832647	0.998128509
335	0.02334669953	0.998128509
336	0.0232768177	0.998128509
337	0.0232485702	0.998128509
338	0.02313699019	0.998128509
339	0.02309148695	0.998128509
340	0.02290251041	0.998128509
341	0.0228296171	0.998128509
342	0.02272138453	0.998128509
343	0.02258603311	0.998128509
344	0.02238036909	0.9987531172
345	0.02230116887	0.9987531172
346	0.02227986399	0.9987531172
347	0.02213443527	0.9987531172
348	0.02202752752	0.9987531172
349	0.02200669988	0.9987531172
350	0.02193461748	0.9987531172
351	0.02179091707	0.9987531172
352	0.02172312699	0.9987531172
353	0.0216321274	0.9987531172
354	0.02149865464	0.9987531172
355	0.02139809266	0.9987531172
356	0.02130284517	0.9987531172
357	0.02126695063	0.9987531172
358	0.02117882651	0.9987531172
359	0.02115106745	0.9987531172
360	0.02099177817	0.9987531172
361	0.02085564373	0.9987531172
362	0.02078067779	0.9987531172
363	0.02074804265	0.9987531172
364	0.02064246509	0.9987531172
365	0.02062275386	0.9987531172
366	0.02056315733	0.9987531172
367	0.02045505891	0.9987531172
368	0.02036907304	0.9987531172
369	0.02027680917	0.9987531172
370	0.02027680279	0.9987531172
371	0.02011425148	0.9987531172
372	0.02001376895	0.9987531172
373	0.01996722914	0.9987531172
374	0.01990970331	0.9987531172
375	0.01988221949	0.9987531172
376	0.01975028862	0.9987531172
377	0.01968451627	0.9987531172
378	0.01967863217	0.9987531172
379	0.01966688679	0.9987531172
380	0.01961687897	0.9987531172
381	0.0195948073	0.9987531172
382	0.01955872418	0.9987531172
383	0.01948245139	0.9987531172
384	0.01938035174	0.9987531172
385	0.01932503113	0.9987531172
386	0.0192719236	0.9987531172
387	0.01915865766	0.9987531172
388	0.01906523124	0.9987531172
389	0.01885580312	0.9987531172
390	0.01876804568	0.9987531172
391	0.01874860768	0.9987531172
392	0.01866730189	0.9987531172
393	0.01865214211	0.9987531172
394	0.01857807039	0.9987531172
395	0.01856369376	0.9987531172
396	0.01850068584	0.9987531172
397	0.01844360179	0.9987531172
398	0.01834304453	0.9987531172
399	0.01823502793	0.9987531172
400	0.01816268184	0.9987531172
401	0.01807720875	0.9987531172
402	0.01806323501	0.9987531172
403	0.01803891476	0.9987531172
404	0.01786143768	0.9987531172
405	0.01784883027	0.9987531172
406	0.01770780068	0.9987531172
407	0.01766376999	0.9987531172
408	0.01762727004	0.9987531172
409	0.01756222043	0.9987531172
410	0.01748133805	0.9987531172
411	0.01746164071	0.9987531172
412	0.01739107644	0.9987531172
413	0.01733124024	0.9987531172
414	0.01726762125	0.9987531172
415	0.01720284167	0.9987531172
416	0.01710469755	0.9987531172
417	0.01690528113	0.9987531172
418	0.01686231233	0.9987531172
419	0.01678124688	0.9987531172
420	0.01666006719	0.9987531172
421	0.01657939313	0.9987531172
422	0.01644415967	0.9987531172
423	0.01641629844	0.9987531172
424	0.01641623087	0.9987531172
425	0.01635557308	0.9987531172
426	0.01622838978	0.9987531172
427	0.01618699932	0.9987531172
428	0.0161526433	0.9987531172
429	0.01612706439	0.9987531172
430	0.01606846067	0.9987531172
431	0.01606159756	0.9987531172
432	0.01600504964	0.9987531172
433	0.01599179366	0.9987531172
434	0.01594617219	0.9987531172
435	0.01591990953	0.9987531172
436	0.01591986145	0.9987531172
437	0.01590061173	0.9987531172
438	0.01587021628	0.9987531172
439	0.0158361125	0.9987531172
440	0.01576304974	0.9987531172
441	0.01571257861	0.9987531172
442	0.01563111798	0.9987531172
443	0.01555022626	0.999376947
444	0.01550648039	0.999376947
445	0.01545632654	0.999376947
446	0.01536690879	0.999376947
447	0.01535499285	0.999376947
448	0.01534486806	0.999376947
449	0.01532244803	0.999376947
450	0.01529806937	0.999376947
451	0.01526208468	0.999376947
452	0.01522374697	0.999376947
453	0.01508119827	0.999376947
454	0.01499950652	0.999376947
455	0.01499026638	0.999376947
456	0.0149514426	0.999376947
457	0.01492572871	0.999376947
458	0.01484006679	0.999376947
459	0.01483064163	0.999376947
460	0.01479624765	0.999376947
461	0.01478795559	0.999376947
462	0.01476800924	0.999376947
463	0.01476800237	0.999376947
464	0.01476790992	0.999376947
465	0.01476010643	0.999376947
466	0.01474966531	0.999376947
467	0.01469362912	0.999376947
468	0.01458769637	0.999376947
469	0.01453322838	0.999376947
470	0.01452565287	0.999376947
471	0.01447172931	0.999376947
472	0.01439668833	0.999376947
473	0.01438159184	0.999376947
474	0.014350128	0.999376947
475	0.01429729636	0.999376947
476	0.01424630662	0.999376947
477	0.01420604531	0.999376947
478	0.01418960317	0.999376947
479	0.01418957635	0.999376947
480	0.01415372108	0.999376947
481	0.01408244076	0.999376947
482	0.01406727077	0.999376947
483	0.01404208716	0.999376947
484	0.01402872105	0.999376947
485	0.01400109757	0.999376947
486	0.01395624742	0.999376947
487	0.01393324578	0.999376947
488	0.01386718696	0.999376947
489	0.0138587122	0.999376947
490	0.0138173642	0.999376947
491	0.0137518423	0.999376947
492	0.01372610558	0.999376947
493	0.01369649874	0.999376947
494	0.01367738577	0.999376947
495	0.01366583838	0.999376947
496	0.01361814772	0.999376947
497	0.01354952348	0.999376947
498	0.01345284751	0.999376947
499	0.01341988934	0.999376947
